hvrecid,permitno,nocatch,nohrvrpt,harvdate,location,pots,soaktime,shrimp,keyid,keydate,year,comments,mailing,stat_area
122723,372,0,0,4/16/2019,COCHRANE BAY,3,16,4,nlellickson,11/27/2019,2019,,0,486033
122724,372,0,0,5/4/2019,COCHRANE BAY,3,10,1,nlellickson,11/27/2019,2019,,0,486033
122725,3118,0,0,6/24/2019,PORT FIDALGO,3,24,0.5,nlellickson,11/27/2019,2019,,0,466033
122726,3118,0,0,6/25/2019,PORT FIDALGO,3,24,0.5,nlellickson,11/27/2019,2019,,0,466033
122727,3118,0,0,6/26/2019,PORT FIDALGO,3,24,0.5,nlellickson,11/27/2019,2019,,0,466033
122728,3118,0,0,6/27/2019,PORT FIDALGO,3,24,0.5,nlellickson,11/27/2019,2019,,0,466033
122729,3118,0,0,6/28/2019,PORT FIDALGO,3,24,0.5,nlellickson,11/27/2019,2019,,0,466033
122730,3118,0,0,7/2/2019,PORT FIDALGO,3,24,0.5,nlellickson,11/27/2019,2019,,0,466033
122731,3118,0,0,7/3/2019,PORT FIDALGO,3,24,0.5,nlellickson,11/27/2019,2019,,0,466033
122732,1727,0,0,5/8/2019,PASSAGE CANAL,3,8,1,nlellickson,11/27/2019,2019,,0,486033
122733,1727,0,0,5/9/2019,PASSAGE CANAL,3,8,1,nlellickson,11/27/2019,2019,,0,486033
122734,2132,0,0,5/25/2019,FAIRMONT,3,12,2.5,nlellickson,11/27/2019,2019,,0,476036
122735,2132,0,0,6/16/2019,SIMPSON BAY,3,10,2,nlellickson,11/27/2019,2019,,0,456031
122736,2132,1,0,6/18/2019,PORT GRAVINA,3,12,0,nlellickson,11/27/2019,2019,,0,466031
122737,2132,0,0,6/20/2019,SAWMILL BAY,3,6,0.5,nlellickson,11/27/2019,2019,,0,466100
122738,2132,0,0,6/21/2019,JACK BAY,3,20,0.5,nlellickson,11/27/2019,2019,,0,466100
122739,2132,0,0,6/21/2019,FREEMANTLE,3,4,0.5,nlellickson,11/27/2019,2019,,0,466033
122740,1248,0,0,5/20/2019,PASSAGE CANAL,3,6,2,nlellickson,11/27/2019,2019,,0,486033
122741,2098,0,0,5/24/2019,BLACKSTONE BAY,3,12,9,nlellickson,11/27/2019,2019,,0,486033
122742,2098,0,0,5/25/2019,BLACKSTONE BAY,3,3,4,nlellickson,11/27/2019,2019,,0,486033
122743,2098,0,0,5/26/2019,BLACKSTONE BAY,3,13,6,nlellickson,11/27/2019,2019,,0,486033
122744,2098,0,0,6/8/2019,BLACKSTONE BAY,3,12,6,nlellickson,11/27/2019,2019,,0,486033
122745,2098,0,0,6/8/2019,BLACKSTONE BAY,3,3,2,nlellickson,11/27/2019,2019,,0,486033
122746,1190,0,0,6/25/2019,PASSAGE CANAL,2,6,0.2,nlellickson,11/27/2019,2019,,0,486033
122761,589,0,0,4/15/2019,McClure Bay,3,16,7,ADFG WEB,11/27/2019,2019,,4,
122762,589,0,0,4/16/2019,McClure Bay,3,10,7,ADFG WEB,11/27/2019,2019,,4,
122764,173,0,0,4/17/2019,blackstone point,3,24,2.5,ADFG WEB,11/27/2019,2019,,4,
122765,589,0,0,4/17/2019,McClure Bay,3,16,8,ADFG WEB,11/27/2019,2019,,4,
122767,589,0,0,4/18/2019,McClure Bay,3,18,9,ADFG WEB,11/27/2019,2019,,4,
122768,589,0,0,4/19/2019,McClure Bay,3,12,4,ADFG WEB,11/27/2019,2019,,4,
122769,173,0,0,4/23/2019,blackstone point,3,24,3,ADFG WEB,11/27/2019,2019,,4,
122770,67,0,0,4/24/2019,Pigot bay,3,7,2.5,ADFG WEB,11/28/2019,2019,,4,
122771,67,0,0,4/25/2019,Pigot bay,3,9,2,ADFG WEB,11/28/2019,2019,,4,
122772,589,0,0,4/26/2019,McClure Bay,3,12,5,ADFG WEB,11/27/2019,2019,,4,
122773,67,0,0,4/26/2019,Pigot bay,3,13,2,ADFG WEB,11/28/2019,2019,,4,
122774,1008,0,0,4/27/2019,Prince William Sound (Whittier),1,12,0.1,ADFG WEB,11/27/2019,2019,,4,
122775,564,0,0,4/27/2019,Valdez,3,18,2,ADFG WEB,11/27/2019,2019,,4,
122776,1104,0,0,4/28/2019,Cochrane Bay,3,16,4.75,ADFG WEB,11/28/2019,2019,,4,
122777,589,0,0,4/28/2019,McClure Bay,3,16,5,ADFG WEB,11/27/2019,2019,,4,
122778,768,0,0,4/30/2019,Cordova,3,24,1,ADFG WEB,11/27/2019,2019,,4,
122779,1420,0,0,5/3/2019,Whittier,3,8,0.25,ADFG WEB,11/28/2019,2019,,4,
122780,466,0,0,5/4/2019,Black stone bay,3,24,3,ADFG WEB,11/28/2019,2019,,4,
122781,466,0,0,5/5/2019,Black stone bay,3,18,4,ADFG WEB,11/28/2019,2019,,4,
122782,768,0,0,5/6/2019,Cordova,3,24,1,ADFG WEB,11/27/2019,2019,,4,
122783,1104,0,0,5/10/2019,Cochrane Bay,3,12,4,ADFG WEB,11/28/2019,2019,,4,
122784,173,0,0,5/15/2019,blackstone point,3,24,4,ADFG WEB,11/27/2019,2019,,4,
122785,2018,0,0,5/17/2019,Lords Island,1,4,1,ADFG WEB,11/27/2019,2019,,4,
122786,2128,0,0,5/25/2019,Culross Pass out of Whittier,3,8,1,ADFG WEB,11/27/2019,2019,,4,
122787,466,0,0,5/25/2019,Pigot pt,3,24,4,ADFG WEB,11/28/2019,2019,,4,
122788,2128,0,0,5/26/2019,Culross Pass out of Whittier,3,12,0.75,ADFG WEB,11/27/2019,2019,,4,
122789,466,0,0,5/26/2019,Pigot pt,3,18,3.5,ADFG WEB,11/28/2019,2019,,4,
122790,1765,1,0,5/28/2019,perry i,3,6,0,ADFG WEB,11/28/2019,2019,,4,
122792,173,0,0,5/29/2019,blackstone point,3,24,4,ADFG WEB,11/27/2019,2019,,4,
122795,2884,0,0,6/3/2019,Unakwik,3,36,1.5,ADFG WEB,11/28/2019,2019,,4,
122796,338,0,0,6/7/2019,Blackstone bay,12,4,3,ADFG WEB,11/28/2019,2019,,4,
122797,338,0,0,6/8/2019,Blackstone bay,12,4,3,ADFG WEB,11/28/2019,2019,,4,
122798,338,0,0,6/9/2019,Blackstone bay,9,4,2,ADFG WEB,11/28/2019,2019,,4,
122799,1104,0,0,6/12/2019,Cochrane Bay,3,14,5,ADFG WEB,11/28/2019,2019,,4,
122800,173,0,0,6/12/2019,blackstone point,3,24,2,ADFG WEB,11/27/2019,2019,,4,
122801,2365,0,0,6/12/2019,prince William sound,3,4,2,ADFG WEB,11/27/2019,2019,,4,
122802,2924,0,0,6/15/2019,Main Bay,2,48,0.5,ADFG WEB,11/27/2019,2019,,4,
122803,4030,0,0,6/15/2019,Pigot Bay,2,6,2,ADFG WEB,11/27/2019,2019,,4,
122804,3053,1,0,6/16/2019,Valdez Arm,3,48,0,ADFG WEB,11/27/2019,2019,,4,
122805,173,0,0,6/19/2019,blackstone point,3,24,2,ADFG WEB,11/27/2019,2019,,4,
122806,3053,1,0,6/19/2019,Valdez Arm,3,48,0,ADFG WEB,11/27/2019,2019,,4,
122807,173,0,0,6/26/2019,blackstone point,3,24,0.5,ADFG WEB,11/27/2019,2019,,4,
122808,2924,0,0,6/27/2019,Cullross Passage,2,48,1,ADFG WEB,11/27/2019,2019,,4,
122809,3178,0,0,6/28/2019,Passage canal,3,5,0.5,ADFG WEB,11/27/2019,2019,,4,
122810,1980,0,0,6/30/2019,Blackstone,3,36,9,ADFG WEB,11/27/2019,2019,,4,
122811,2924,0,0,6/30/2019,Cullross Passage,2,48,0.5,ADFG WEB,11/27/2019,2019,,4,
122812,2924,0,0,7/3/2019,Culross Passage,2,48,0.5,ADFG WEB,11/27/2019,2019,,4,
122813,3300,0,0,7/5/2019,Jack Bay,3,48,1.25,ADFG WEB,11/27/2019,2019,,4,
122814,3053,1,0,7/6/2019,Bligh Island,3,48,0,ADFG WEB,11/27/2019,2019,,4,
122815,3300,0,0,7/7/2019,Jack bay,3,48,1.5,ADFG WEB,11/27/2019,2019,,4,
122816,466,0,0,7/9/2019,Pigot pt,3,24,4,ADFG WEB,11/28/2019,2019,,4,
122817,173,0,0,7/10/2019,blackstone point,3,24,1,ADFG WEB,11/27/2019,2019,,4,
122818,3365,0,0,7/10/2019,Jack's bay,2,18,1,ADFG WEB,11/27/2019,2019,,4,
122819,3479,1,0,7/13/2019,Prince William sound,3,9,0,ADFG WEB,11/27/2019,2019,,4,
122820,4030,0,0,7/13/2019,Pigot Bay,3,8,2,ADFG WEB,11/27/2019,2019,,4,
122821,2924,0,0,7/15/2019,Culross Passage,2,24,0.1,ADFG WEB,11/27/2019,2019,,4,
122822,3365,0,0,7/16/2019,Galena bay,2,12,1,ADFG WEB,11/27/2019,2019,,4,
122823,2924,0,0,7/18/2019,Culross Pass,2,12,0.6,ADFG WEB,11/27/2019,2019,,4,
122824,2819,0,0,7/20/2019,whittier,2,4,1.25,ADFG WEB,11/27/2019,2019,,4,
122825,2664,0,0,7/21/2019,Cochran Bay,3,14,1,ADFG WEB,11/27/2019,2019,,4,
122826,2664,0,0,7/22/2019,Cochran Bay,3,12,1,ADFG WEB,11/27/2019,2019,,4,
122827,2664,0,0,7/23/2019,Cochran Bay,3,6,0.5,ADFG WEB,11/27/2019,2019,,4,
122828,173,0,0,7/24/2019,blackstone point,4,24,3,ADFG WEB,11/27/2019,2019,,4,
122829,3365,0,0,7/24/2019,Galena bay,2,15,1.5,ADFG WEB,11/27/2019,2019,,4,
122830,466,0,0,7/27/2019,Black stone bay,3,24,3,ADFG WEB,11/28/2019,2019,,4,
122831,3818,0,0,7/30/2019,Can't remember,1,2,0.5,ADFG WEB,11/27/2019,2019,,4,
122832,2924,0,0,8/1/2019,Culross Pass,2,24,0.5,ADFG WEB,11/27/2019,2019,,4,
122833,3300,0,0,8/1/2019,Unakwik inlet,3,24,1.75,ADFG WEB,11/27/2019,2019,,4,
122834,3300,0,0,8/3/2019,Unakwik,3,48,2.25,ADFG WEB,11/27/2019,2019,,4,
122835,1980,0,0,8/8/2019,Unakwik,3,40,8.5,ADFG WEB,11/27/2019,2019,,4,
122836,466,0,0,8/10/2019,Cockren pt,3,24,4,ADFG WEB,11/28/2019,2019,,4,
122837,466,0,0,8/11/2019,Cockren pt,3,16,3.5,ADFG WEB,11/28/2019,2019,,4,
122838,173,0,0,8/14/2019,blackstone point,3,24,4,ADFG WEB,11/27/2019,2019,,4,
122839,2924,0,0,8/15/2019,Culross Pass,2,48,0.2,ADFG WEB,11/27/2019,2019,,4,
122840,4119,0,0,8/16/2019,prince of wales island,2,24,2,ADFG WEB,11/27/2019,2019,,4,
122841,4244,1,0,8/24/2019,Jack's bay,2,15,0,ADFG WEB,11/27/2019,2019,,4,
122842,4244,0,0,8/25/2019,Shoup bay,2,36,1,ADFG WEB,11/27/2019,2019,,4,
122843,1104,0,0,8/28/2019,SE of Perry Is,3,14,2.5,ADFG WEB,11/28/2019,2019,,4,
122844,4299,0,0,9/7/2019,Paulson bay,2,12,1,ADFG WEB,11/27/2019,2019,,4,
122845,2924,0,0,9/12/2019,culross,2,72,0.1,ADFG WEB,11/27/2019,2019,,4,
122846,2924,0,0,9/15/2019,wells passage,2,24,0.05,ADFG WEB,11/27/2019,2019,,4,
122858,1036,0,0,4/16/2019,"Nelson Bay, Cordova",3,2,0.01,ADFG WEB,11/29/2019,2019,,4,
122859,815,0,0,4/18/2019,Jack Pot Bay,3,12,1.5,ADFG WEB,12/1/2019,2019,,4,
122860,815,0,0,4/19/2019,Jack Pot Bay,3,24,3,ADFG WEB,12/1/2019,2019,,4,
122861,713,0,0,4/20/2019,kings bay,3,6,4,ADFG WEB,11/29/2019,2019,,4,
122862,734,0,0,4/22/2019,blackstone bay,3,8,0.5,ADFG WEB,11/29/2019,2019,,4,
122863,1232,0,0,4/26/2019,Blackstone Bay,3,24,3,ADFG WEB,11/30/2019,2019,,4,
122864,1036,0,0,4/27/2019,"Simpson Bay, Eastern PWS",6,6,1,ADFG WEB,11/29/2019,2019,,4,
122865,1036,0,0,4/28/2019,"Simpson Bay, Eastern PWS",3,12,1.5,ADFG WEB,11/29/2019,2019,,4,
122866,1036,0,0,4/29/2019,"Nelson Bay, Cordova",3,18,0.01,ADFG WEB,11/29/2019,2019,,4,
122867,1310,0,0,4/29/2019,Perry Island,3,18,1.5,ADFG WEB,11/30/2019,2019,,4,
122868,713,0,0,5/1/2019,calrose pass,3,4,2,ADFG WEB,11/29/2019,2019,,4,
122869,1232,0,0,5/3/2019,Blackstone Bay,3,24,3,ADFG WEB,11/30/2019,2019,,4,
122870,183,0,0,5/4/2019,Cochran Bay,3,6,5,ADFG WEB,11/30/2019,2019,,4,
122871,183,0,0,5/5/2019,Cochran Bay,3,6,4,ADFG WEB,11/30/2019,2019,,4,
122872,1232,0,0,5/10/2019,Cochran Bay,3,24,3,ADFG WEB,11/30/2019,2019,,4,
122873,2011,0,0,5/13/2019,East Ester Canal,4,12,5,ADFG WEB,11/29/2019,2019,,4,
122874,713,0,0,5/15/2019,south calrose pass,3,4,2,ADFG WEB,11/29/2019,2019,,4,
122875,1232,0,0,5/17/2019,Cochran Bay,3,36,5,ADFG WEB,11/30/2019,2019,,4,
122876,1938,1,0,5/18/2019,Blackstone,3,3,0,ADFG WEB,11/30/2019,2019,,4,
122877,1310,0,0,5/19/2019,Port Wells,3,24,7,ADFG WEB,11/30/2019,2019,,4,
122878,1938,1,0,5/19/2019,surprise cove,3,8,0,ADFG WEB,11/30/2019,2019,,4,
122879,1242,0,0,5/20/2019,Port Valdez,3,24,3,ADFG WEB,11/30/2019,2019,,4,
122880,1242,0,0,5/21/2019,Port Valdez,3,24,2,ADFG WEB,11/30/2019,2019,,4,
122881,2019,0,0,5/21/2019,Lords islands.,2,24,1,ADFG WEB,11/29/2019,2019,,4,
122882,1232,0,0,5/24/2019,Knight Is,3,24,3,ADFG WEB,11/30/2019,2019,,4,
122883,1203,0,0,5/26/2019,"unakwik, mcclure",18,58,3.5,ADFG WEB,12/1/2019,2019,,4,
122884,2262,0,0,5/31/2019,Shoup Bay,3,24,1,ADFG WEB,12/1/2019,2019,,4,
122885,1938,0,0,6/1/2019,North  entrance Cullross,3,8,1,ADFG WEB,11/30/2019,2019,,4,
122886,2571,0,0,6/1/2019,Culross Isalnd,1,10,1.5,ADFG WEB,11/30/2019,2019,,4,
122887,713,0,0,6/1/2019,kings bay,3,6,2,ADFG WEB,11/29/2019,2019,,4,
122888,368,0,0,6/3/2019,Passage Canal,2,48,1,ADFG WEB,12/1/2019,2019,,4,
122889,230,0,0,6/6/2019,Blackstone Bay,6,20,3,ADFG WEB,12/1/2019,2019,,4,
122890,602,0,0,6/7/2019,"Lake Bay, Esther Island",3,12,1.5,ADFG WEB,12/1/2019,2019,,4,
122891,602,0,0,6/8/2019,"Lake Bay, Esther Is",3,24,2,ADFG WEB,12/1/2019,2019,,4,
122892,1938,0,0,6/9/2019,Cullross,3,12,1,ADFG WEB,11/30/2019,2019,,4,
122893,1938,0,0,6/10/2019,cullross,3,12,2,ADFG WEB,11/30/2019,2019,,4,
122894,368,0,0,6/13/2019,Passage Canal,2,90,1,ADFG WEB,12/1/2019,2019,,4,
122895,1297,0,0,6/15/2019,Blackstone Bay,2,24,2,ADFG WEB,12/1/2019,2019,,4,
122896,3770,0,0,6/15/2019,"Jack Bay, Prince William Sound",3,12,0.1,ADFG WEB,11/30/2019,2019,,4,
122897,2970,0,0,6/18/2019,PWS,3,14,15,ADFG WEB,11/30/2019,2019,,4,
122898,1455,0,0,6/22/2019,Cochran Bay,3,24,1,ADFG WEB,11/29/2019,2019,,4,
122899,1809,0,0,6/22/2019,Cochrane,3,6,2,ADFG WEB,11/29/2019,2019,,4,
122900,602,0,0,6/22/2019,"Lake Bay, Esther Is",3,24,2,ADFG WEB,12/1/2019,2019,,4,
122901,1310,0,0,6/23/2019,Port Wells,3,36,0.5,ADFG WEB,11/30/2019,2019,,4,
122902,602,0,0,6/23/2019,"Lake Bay, Esther Is",3,24,1.5,ADFG WEB,12/1/2019,2019,,4,
122903,368,0,0,6/24/2019,Passage Canal,2,200,2,ADFG WEB,12/1/2019,2019,,4,
122904,1310,0,0,6/28/2019,Blackstone,3,3,0.1,ADFG WEB,11/30/2019,2019,,4,
122905,897,1,0,6/28/2019,Port of valdez,3,20,0,ADFG WEB,11/30/2019,2019,,4,
122906,1455,0,0,6/29/2019,Cochran Bay,3,24,1,ADFG WEB,11/29/2019,2019,,4,
122907,348,0,0,6/29/2019,Cochrane Bay,3,12,3,ADFG WEB,11/30/2019,2019,,4,
122908,3618,0,0,6/30/2019,Passage chanel,4,24,4,ADFG WEB,11/30/2019,2019,,4,
122909,2262,0,0,7/1/2019,Busby Island,3,24,0.5,ADFG WEB,12/1/2019,2019,,4,
122910,2368,1,0,7/1/2019,Wells bay,3,12,0,ADFG WEB,12/1/2019,2019,,4,
122911,2262,0,0,7/3/2019,Busby Island,3,24,0.5,ADFG WEB,12/1/2019,2019,,4,
122912,1297,0,0,7/5/2019,Blackstone Bay,2,24,2,ADFG WEB,12/1/2019,2019,,4,
122913,1297,0,0,7/5/2019,Pigot Bay,2,24,3,ADFG WEB,12/1/2019,2019,,4,
122914,1297,0,0,7/6/2019,Pigot Bay,2,24,3,ADFG WEB,12/1/2019,2019,,4,
122915,230,0,0,7/6/2019,Blackstone Bay,9,20,4.5,ADFG WEB,12/1/2019,2019,,4,
122916,348,0,0,7/6/2019,Cochrane Bay,3,12,3,ADFG WEB,11/30/2019,2019,,4,
122917,230,0,0,7/7/2019,Blackstone Bay,6,15,3,ADFG WEB,12/1/2019,2019,,4,
122918,348,0,0,7/7/2019,Cochrane Bay,3,12,3,ADFG WEB,11/30/2019,2019,,4,
122919,1036,0,0,7/11/2019,Simpson Bay,6,4,2.25,ADFG WEB,11/29/2019,2019,,4,
122920,1809,0,0,7/17/2019,Shotgun,3,24,4,ADFG WEB,11/29/2019,2019,,4,
122921,1455,0,0,7/18/2019,Cochran Bay,3,24,0.5,ADFG WEB,11/29/2019,2019,,4,
122922,1232,0,0,7/19/2019,Cochran BAy,3,36,5,ADFG WEB,11/30/2019,2019,,4,
122923,3618,0,0,7/20/2019,Passage chanel,4,24,4,ADFG WEB,11/30/2019,2019,,4,
122924,230,0,0,7/21/2019,Blackstone Bay,6,22,4,ADFG WEB,12/1/2019,2019,,4,
122925,3618,0,0,7/23/2019,Passage chanel,4,30,4.5,ADFG WEB,11/30/2019,2019,,4,
122926,1232,0,0,7/26/2019,Cochran Bay,3,36,5,ADFG WEB,11/30/2019,2019,,4,
122927,368,0,0,7/31/2019,Passage Canal,2,72,1,ADFG WEB,12/1/2019,2019,,4,
122928,593,0,0,8/1/2019,cochrane,3,12,2,ADFG WEB,11/30/2019,2019,,4,
122929,1232,0,0,8/2/2019,Cochran Bay,3,36,5,ADFG WEB,11/30/2019,2019,,4,
122930,1455,0,0,8/2/2019,Cochran Bay,3,24,0.5,ADFG WEB,11/29/2019,2019,,4,
122931,593,0,0,8/2/2019,herring bay,3,18,1,ADFG WEB,11/30/2019,2019,,4,
122932,593,0,0,8/6/2019,hobo bay,3,14,4,ADFG WEB,11/30/2019,2019,,4,
122933,368,0,0,8/21/2019,Passage Canal,2,72,1,ADFG WEB,12/1/2019,2019,,4,
122934,3122,0,0,8/24/2019,Columbia Bay,2,24,2,ADFG WEB,12/1/2019,2019,,4,
122935,1036,0,0,9/7/2019,Simpson Bay,3,8,0.5,ADFG WEB,11/29/2019,2019,,4,
122936,1036,0,0,9/8/2019,Simpson Bay,3,12,0.3,ADFG WEB,11/29/2019,2019,,4,
122937,368,0,0,9/11/2019,Passage Canal,2,72,1,ADFG WEB,12/1/2019,2019,,4,
122938,1809,0,0,9/12/2019,Shotgun,3,18,4,ADFG WEB,11/29/2019,2019,,4,
122939,1036,0,0,9/15/2019,Simpson Bay,3,18,0.1,ADFG WEB,11/29/2019,2019,,4,
122940,71,0,0,4/27/2019,COCHRANE BAY,3,24,4.5,slrenner,12/2/2019,2019,,0,
122941,71,0,0,4/28/2019,COCHRANE BAY,3,24,2.5,slrenner,12/2/2019,2019,,0,
122942,71,0,0,5/4/2019,COCHRANE BAY,3,24,4.5,slrenner,12/2/2019,2019,,0,
122943,71,0,0,5/5/2019,COCHRANE BAY,3,24,2.5,slrenner,12/2/2019,2019,,0,
122944,71,0,0,6/1/2019,OLSEN ISLAND,3,24,5,slrenner,12/2/2019,2019,,0,
122945,71,0,0,6/2/2019,OLSEN ISLAND,3,24,2,slrenner,12/2/2019,2019,,0,
122946,71,0,0,9/6/2019,GOLDEN,3,24,5,slrenner,12/2/2019,2019,,0,
122947,71,0,0,9/7/2019,GOLDEN,3,24,7,slrenner,12/2/2019,2019,,0,
122948,71,0,0,9/8/2019,GOLDEN,3,12,3.5,slrenner,12/2/2019,2019,,0,
122949,71,0,0,9/14/2019,GOLDEN,3,24,2.5,slrenner,12/2/2019,2019,,0,
122950,71,0,0,9/15/2019,GOLDEN,3,15,2.5,slrenner,12/2/2019,2019,,0,
122951,1117,0,0,4/26/2019,COCHRANE BAY,3,12,0.5,slrenner,12/2/2019,2019,,0,
122952,1117,0,0,4/27/2019,COCHRANE BAY,3,12,0.5,slrenner,12/2/2019,2019,,0,
122953,1117,0,0,4/28/2019,COCHRANE BAY,3,20,1,slrenner,12/2/2019,2019,,0,
122954,1117,0,0,5/31/2019,KINGS BAY,3,4,1,slrenner,12/2/2019,2019,,0,
122955,1117,0,0,6/1/2019,KINGS BAY,3,4,1,slrenner,12/2/2019,2019,,0,
122956,1117,0,0,6/2/2019,KINGS BAY,3,3,1,slrenner,12/2/2019,2019,,0,
122957,1117,0,0,7/3/2019,OLSEN ISLAND,3,12,0.5,slrenner,12/2/2019,2019,,0,
122958,1117,0,0,7/4/2019,OLSEN ISLAND,3,12,0.5,slrenner,12/2/2019,2019,,0,
122959,1117,0,0,7/5/2019,OLSEN ISLAND,3,20,2,slrenner,12/2/2019,2019,,0,
122960,387,0,0,7/1/2019,WHITTIER NARROWS,3,8,1,slrenner,12/2/2019,2019,,0,
122961,387,0,0,7/5/2019,WHITTIER NARROWS,3,72,2,slrenner,12/2/2019,2019,,0,
122962,387,0,0,7/6/2019,WHITTIER NARROWS,3,8,1,slrenner,12/2/2019,2019,,0,
122967,343,0,0,4/16/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
122968,343,0,0,4/17/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
122969,343,1,0,4/18/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
122970,343,1,0,4/19/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
122971,343,0,0,4/20/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
122972,343,0,0,4/21/2019,main bay,3,24,1,ADFG WEB,12/2/2019,2019,,4,
122973,343,0,0,4/22/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
122974,343,1,0,4/23/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
122975,343,1,0,4/24/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
122976,343,0,0,4/25/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
122977,343,0,0,4/26/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
122978,343,1,0,4/27/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
122979,343,0,0,4/28/2019,main bay,3,24,1,ADFG WEB,12/2/2019,2019,,4,
122980,343,0,0,4/29/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
122981,343,1,0,4/30/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
122982,1461,0,0,5/4/2019,Cochrane Bay,3,12,7,ADFG WEB,12/3/2019,2019,,4,
122983,1125,0,0,5/23/2019,Entrance Island Valdez Arm,3,24,1,ADFG WEB,12/2/2019,2019,,4,
122984,1125,0,0,5/29/2019,Entrance Island Valdez Arm,3,144,2,ADFG WEB,12/2/2019,2019,,4,
122985,1125,0,0,6/2/2019,Entrance Island Valdez Arm,3,96,3,ADFG WEB,12/2/2019,2019,,4,
122986,1125,0,0,6/6/2019,Entrance Island Valdez Arm,3,96,3,ADFG WEB,12/2/2019,2019,,4,
122987,1125,0,0,6/18/2019,Entrance Island Valdez Arm,3,48,4,ADFG WEB,12/2/2019,2019,,4,
122988,1125,0,0,6/20/2019,Entrance Island Valdez Arm,3,48,4.5,ADFG WEB,12/2/2019,2019,,4,
122989,1125,0,0,6/22/2019,Entrance Island Valdez Arm,3,24,3,ADFG WEB,12/2/2019,2019,,4,
122990,1125,0,0,6/23/2019,Entrance Island Valdez Arm,3,24,2,ADFG WEB,12/2/2019,2019,,4,
122991,1125,0,0,6/24/2019,Entrance Island Valdez Arm,3,24,3,ADFG WEB,12/2/2019,2019,,4,
122992,1125,0,0,6/25/2019,Entrance Island Valdez Arm,3,48,3,ADFG WEB,12/2/2019,2019,,4,
122993,1125,0,0,6/27/2019,Entrance Island Valdez Arm,3,48,3,ADFG WEB,12/2/2019,2019,,4,
122994,1125,0,0,6/29/2019,Entrance Island Valdez Arm,3,24,2,ADFG WEB,12/2/2019,2019,,4,
122995,1125,0,0,7/1/2019,Entrance Island Valdez Arm,3,72,2,ADFG WEB,12/2/2019,2019,,4,
122996,3450,0,0,7/2/2019,Cochrane bay,3,10,2,ADFG WEB,12/2/2019,2019,,4,
122997,3450,0,0,7/4/2019,Culross passage,3,12,1.75,ADFG WEB,12/2/2019,2019,,4,
122998,3855,1,0,7/17/2019,prince william sound,3,4,0,ADFG WEB,12/2/2019,2019,,4,
122999,3812,0,0,7/24/2019,Copper Bay,3,36,2.5,ADFG WEB,12/2/2019,2019,,4,
123000,2442,0,0,8/1/2019,Port Nellie Juan,3,4,3,ADFG WEB,12/2/2019,2019,,4,
123001,343,0,0,8/1/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
123002,343,0,0,8/2/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
123003,343,1,0,8/3/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
123004,343,1,0,8/4/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
123005,343,0,0,8/5/2019,main bay,3,24,1,ADFG WEB,12/2/2019,2019,,4,
123006,343,0,0,8/6/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
123007,343,1,0,8/7/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
123008,343,1,0,8/8/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
123009,343,0,0,8/9/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
123010,343,0,0,8/10/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
123011,343,0,0,8/11/2019,main bay,3,24,1,ADFG WEB,12/2/2019,2019,,4,
123012,343,1,0,8/12/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
123013,343,0,0,8/13/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
123014,343,0,0,8/14/2019,main bay,3,24,1,ADFG WEB,12/2/2019,2019,,4,
123015,343,0,0,8/15/2019,main bay,3,24,1,ADFG WEB,12/2/2019,2019,,4,
123016,3182,0,0,8/16/2019,Port Wells,3,8,2,ADFG WEB,12/2/2019,2019,,4,
123017,343,1,0,8/16/2019,main bay,3,24,0,ADFG WEB,12/2/2019,2019,,4,
123018,343,0,0,8/17/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
123019,343,0,0,8/18/2019,main bay,3,24,0.5,ADFG WEB,12/2/2019,2019,,4,
