,,239365,115,2634,11333,753,2527,,,,,,,,,
88496,7/24/2018,4,0,0,0,0,0,KASILOF,30,,,,,,,
88496,7/25/2018,8,0,2,0,0,0,KENAI,30,,,,,,,
88497,7/21/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88498,7/21/2018,25,0,0,0,0,0,KENAI,29,,,,,,,
88499,7/21/2018,1,0,0,0,0,0,KASILOF,29,,,,,,,
88500,7/21/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
88502,7/17/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88502,7/18/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88502,7/19/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
88502,7/20/2018,28,0,0,0,0,0,KENAI,29,,,,,,,
88502,7/21/2018,11,0,0,0,0,0,KENAI,29,,,,,,,
88508,7/20/2018,5,0,0,0,0,0,KASILOF,29,,,,,,,
88509,7/20/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
88510,7/20/2018,75,0,0,0,0,0,KASILOF,29,,,,,,,
88511,7/21/2018,20,0,0,0,0,0,KENAI,29,,,,,,,
88511,7/22/2018,24,0,0,0,0,0,KENAI,30,,,,,,,
88511,7/23/2018,11,0,0,0,0,0,KENAI,30,,,,,,,
88516,7/21/2018,5,0,0,0,0,0,KASILOF,29,,,,,,,
88516,7/22/2018,0,0,0,0,0,0,KASILOF,30,,,,,,,
88517,7/20/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88519,7/20/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
88519,7/21/2018,9,0,0,0,0,0,KENAI,29,,,,,,,
88520,7/22/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
88521,7/21/2018,1,0,1,0,0,0,KENAI,29,,,,,,,
88521,7/22/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
88521,7/24/2018,1,0,1,0,0,0,KASILOF,30,,,,,,,
88521,8/4/2018,4,0,0,0,0,0,KASILOF,31,,,,,,,
88523,7/20/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
88523,7/21/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88523,7/23/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
88523,7/26/2018,4,0,0,0,0,0,FISH CREEK,30,,,,,,,
88526,7/22/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
88526,8/4/2018,8,0,0,0,0,0,KASILOF,31,,,,,,,
88528,7/22/2018,18,0,0,2,0,0,KENAI,30,,,,,,,
88528,7/23/2018,7,0,0,1,0,0,KENAI,30,,,,,,,
88529,7/24/2018,9,0,0,0,0,0,KENAI,30,,,,,,,
88529,7/25/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
88530,7/21/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
88532,7/21/2018,17,0,0,0,0,0,KENAI,29,,,,,,,
88533,7/20/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88533,7/21/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88533,7/22/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88534,7/21/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88535,7/20/2018,20,0,0,0,0,0,KASILOF,29,,,,,,,
88535,7/28/2018,6,0,0,0,0,0,KASILOF,30,,,,,,,
88536,7/20/2018,11,0,0,2,0,1,KENAI,29,,,,,,,
88537,7/25/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
88538,7/21/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
88540,7/20/2018,27,0,0,0,0,0,KENAI,29,,,,,,,
88541,7/22/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
88542,7/7/2018,11,0,0,0,0,0,KENAI,27,,,,,,,
88542,7/9/2018,0,0,0,0,0,0,KENAI,28,,,,,,,
88543,7/19/2018,10,0,0,1,0,0,KASILOF,29,,,,,,,
88543,7/20/2018,13,0,0,0,0,0,KASILOF,29,,,,,,,
88544,7/20/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88544,7/21/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
88545,7/20/2018,3,0,0,0,0,0,KASILOF,29,Y,7,0,,3,,
88546,7/22/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
88547,7/15/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
88548,7/21/2018,9,0,0,1,0,0,UNKNOWN,29,,,,,,,
88551,7/20/2018,3,0,0,0,0,0,KASILOF,29,,,,,,,
88552,7/27/2018,17,0,0,0,0,0,KASILOF,30,,,,,,,
88553,7/19/2018,27,0,0,0,0,0,KENAI,29,,,,,,,
88554,7/20/2018,5,0,0,1,2,0,UNKNOWN,29,,,,,,,
88554,7/21/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88554,7/27/2018,1,0,0,1,1,0,KENAI,30,,,,,,,
88554,7/28/2018,0,0,0,1,0,0,UNKNOWN,30,,,,,,,
88555,7/20/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
88556,7/20/2018,12,0,0,0,0,0,KASILOF,29,,,,,,,
88557,7/22/2018,47,0,0,0,0,0,KENAI,30,,,,,,,
88559,7/20/2018,25,0,0,0,0,0,KENAI,29,,,,,,,
88560,7/20/2018,14,0,0,0,0,1,KASILOF,29,,,,,,,
88560,7/21/2018,21,0,0,0,0,1,KASILOF,29,,,,,,,
88560,7/24/2018,4,0,0,0,0,0,FISH CREEK,30,,,,,,,
88560,7/26/2018,6,0,0,0,0,0,FISH CREEK,30,,,,,,,
88561,7/20/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
88561,7/21/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
88564,7/20/2018,13,0,0,0,0,0,KENAI,29,,,,,,,
88565,6/24/2018,8,0,0,1,0,0,KENAI,26,,,,,,,
88566,7/20/2018,26,0,0,0,0,0,KENAI,29,,,,,,,
88566,7/25/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
88567,7/26/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
88568,7/21/2018,20,0,0,0,0,0,KASILOF,29,,,,,,,
88570,7/20/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
88571,7/21/2018,18,0,0,0,0,0,KENAI,29,,,,,,,
88571,7/23/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
88572,7/23/2018,6,0,0,0,0,0,KENAI,30,,,,,,,
88573,7/20/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
88573,7/21/2018,3,0,0,1,0,0,KENAI,29,,,,,,,
88574,7/24/2018,5,0,0,1,0,0,KENAI,30,,,,,,,
88575,7/20/2018,25,0,0,0,0,0,KASILOF,29,,,,,,,
88579,7/17/2018,11,0,0,0,0,0,KENAI,29,,,,,,,
88582,7/21/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
88582,7/22/2018,12,0,0,2,0,0,KENAI,30,,,,,,,
88582,7/23/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
88583,7/20/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
88584,7/21/2018,3,0,0,1,0,0,KENAI,29,,,,,,,
88585,7/27/2018,3,0,0,10,0,0,KENAI,30,,,,,,,
88585,7/29/2018,14,0,1,0,0,0,KENAI,31,,,,,,,
88586,7/22/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88586,7/23/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
88587,7/19/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
88591,7/26/2018,4,0,0,0,0,1,KENAI,30,,,,,,,
88591,7/27/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
88593,6/28/2018,0,0,0,0,0,0,KASILOF,26,,,,,,,
88593,6/29/2018,0,0,0,0,0,0,KASILOF,26,,,,,,,
88595,7/21/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
88596,7/20/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88598,7/20/2018,16,0,0,0,0,0,KENAI,29,,,,,,,
88599,7/20/2018,20,0,0,0,0,0,KASILOF,29,,,,,,,
88599,7/25/2018,7,0,0,0,0,0,KASILOF,30,,,,,,,
88600,7/20/2018,23,0,0,0,0,0,KENAI,29,,,,,,,
88601,7/20/2018,6,0,0,1,0,0,KENAI,29,,,,,,,
88603,7/21/2018,12,0,0,0,0,0,KENAI,29,,,,,,,
88604,7/20/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
88605,7/21/2018,21,0,0,0,0,0,KENAI,29,,,,,,,
88605,7/22/2018,16,0,0,0,0,0,KENAI,30,,,,,,,
88606,8/1/2018,37,0,0,4,0,0,KASILOF,31,,,,,,,
88608,7/22/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88608,7/23/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88610,7/20/2018,38,0,0,1,0,0,KENAI,29,,,,,,,
88611,7/20/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
88612,7/20/2018,32,0,0,0,0,0,KENAI,29,,,,,,,
88613,7/20/2018,11,0,0,1,0,0,KENAI,29,,,,,,,
88614,7/20/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
88614,7/21/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
88615,7/20/2018,6,0,0,0,0,0,KASILOF,29,Y,7,2,,4,,
88615,7/21/2018,3,0,3,0,0,0,KASILOF,29,,,,,,,
88615,7/22/2018,5,0,0,0,0,0,KASILOF,30,Y,7,2,,3,,
88618,7/21/2018,17,0,0,0,0,0,KENAI,29,,,,,,,
88618,7/22/2018,36,0,0,0,0,0,KENAI,30,,,,,,,
88618,7/25/2018,34,0,0,2,0,0,KENAI,30,,,,,,,
88618,7/26/2018,18,0,0,8,0,0,KENAI,30,,,,,,,
88619,7/22/2018,10,0,0,0,0,1,KENAI,30,,,,,,,
88620,7/20/2018,18,0,0,0,0,0,KENAI,29,,,,,,,
88624,7/20/2018,17,0,0,0,0,0,KENAI,29,,,,,,,
88625,7/20/2018,17,0,0,0,0,0,KENAI,29,,,,,,,
88625,7/21/2018,8,0,0,1,0,0,KENAI,29,,,,,,,
88626,7/18/2018,8,0,0,1,0,0,KENAI,29,,,,,,,
88628,7/19/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88629,7/20/2018,2,0,0,0,0,0,KASILOF,29,,,,,,,
88629,7/21/2018,8,0,0,0,0,0,KASILOF,29,,,,,,,
88630,7/19/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
88630,7/20/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88630,7/21/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
88631,7/20/2018,2,0,0,0,0,0,KASILOF,29,,,,,,,
88631,7/21/2018,8,0,0,0,0,0,KASILOF,29,,,,,,,
88632,7/20/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
88633,7/20/2018,10,0,0,0,0,0,KASILOF,29,,,,,,,
88634,7/22/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
88635,7/20/2018,20,0,0,0,0,0,KENAI,29,,,,,,,
88636,7/20/2018,24,0,0,0,0,0,KENAI,29,,,,,,,
88637,7/27/2018,8,0,0,0,0,0,KENAI,30,,,,,,,
88639,7/7/2018,25,0,0,0,0,0,KASILOF,27,,,,,,,
88639,7/8/2018,20,0,0,0,0,0,KASILOF,28,,,,,,,
88640,7/28/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88641,7/20/2018,22,0,0,0,0,0,KENAI,29,,,,,,,
88641,7/21/2018,0,0,0,0,0,0,KASILOF,29,,,,,,,
88643,7/9/2018,0,0,0,0,0,2,KASILOF,28,,,,,,,
88643,7/10/2018,1,0,0,0,0,0,KASILOF,28,,,,,,,
88643,7/11/2018,1,0,0,0,0,0,KASILOF,28,,,,,,,
88643,7/12/2018,1,0,0,0,0,0,KASILOF,28,,,,,,,
88643,7/13/2018,0,0,0,0,0,1,KASILOF,28,,,,,,,
88644,7/20/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
88645,7/20/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
88645,7/27/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
88645,7/29/2018,3,0,0,0,0,0,KENAI,31,,,,,,,
88648,7/23/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88648,7/25/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88648,7/27/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88649,7/15/2018,12,0,0,0,0,0,KENAI,29,,,,,,,
88649,7/16/2018,11,0,0,0,0,0,KENAI,29,,,,,,,
88651,7/21/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
88652,7/20/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88652,7/21/2018,11,0,0,0,0,0,KENAI,29,,,,,,,
88653,7/20/2018,35,0,0,0,0,0,KENAI,29,,,,,,,
88654,7/27/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
88655,7/21/2018,12,0,0,0,0,0,KASILOF,29,,,,,,,
88655,7/22/2018,10,0,0,0,0,0,KASILOF,30,,,,,,,
88655,7/23/2018,22,0,0,0,0,0,KASILOF,30,,,,,,,
88659,7/20/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88661,7/21/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88662,7/20/2018,14,0,0,0,0,0,KASILOF,29,,,,,,,
88662,7/21/2018,15,0,0,0,0,0,KASILOF,29,,,,,,,
88663,7/26/2018,13,0,0,0,0,0,KENAI,30,,,,,,,
88664,7/21/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88664,7/28/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88665,7/21/2018,8,0,0,0,0,0,KENAI,29,,,,,,,
88666,7/23/2018,6,0,0,0,0,0,KENAI,30,,,,,,,
88666,7/24/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
88666,7/25/2018,6,0,0,0,3,0,KENAI,30,,,,,,,
88667,7/27/2018,9,0,0,0,0,0,KASILOF,30,,,,,,,
88667,7/28/2018,6,0,0,0,0,0,KASILOF,30,,,,,,,
88668,7/20/2018,25,0,0,0,0,0,KENAI,29,,,,,,,
88668,7/27/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
88673,7/20/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
88674,7/22/2018,18,0,0,0,0,4,KENAI,30,,,,,,,
88675,8/20/2018,0,0,0,0,0,0,KENAI,34,,,,,,,
88675,8/21/2018,0,0,0,0,0,0,KENAI,34,,,,,,,
88676,7/23/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
88677,7/20/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
88677,7/26/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
88677,7/27/2018,6,0,0,3,0,0,KENAI,30,,,,,,,
88681,7/20/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
88681,7/27/2018,14,0,0,0,0,0,KENAI,30,,,,,,,
88683,7/21/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88685,7/21/2018,7,0,0,2,0,0,KENAI,29,,,,,,,
88685,7/22/2018,7,0,0,1,0,0,KENAI,30,,,,,,,
88686,7/20/2018,6,0,0,1,0,0,KENAI,29,,,,,,,
88687,7/13/2018,23,0,0,0,0,0,KENAI,28,,,,,,,
88688,7/20/2018,15,0,0,0,0,0,KASILOF,29,,,,,,,
88688,7/23/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
88692,7/21/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
88692,7/23/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
88692,7/24/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
88692,7/25/2018,5,0,0,2,0,0,KENAI,30,,,,,,,
88693,8/25/2018,15,0,0,2,0,0,KENAI,34,,,,,,,
88693,8/26/2018,5,0,0,1,0,0,KENAI,35,,,,,,,
88693,8/27/2018,3,0,0,1,0,0,KENAI,35,,,,,,,
88694,7/21/2018,3,0,0,0,1,0,KENAI,29,,,,,,,
88695,7/21/2018,18,0,0,0,0,0,KENAI,29,,,,,,,
88697,7/21/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
88698,7/20/2018,30,0,0,0,0,0,KENAI,29,,,,,,,
88700,7/20/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
88700,7/22/2018,2,0,0,0,0,0,KENAI,30,,,,,,,
88700,7/24/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
88700,7/25/2018,7,0,0,1,0,0,KENAI,30,,,,,,,
88700,7/26/2018,11,0,0,0,0,0,KENAI,30,,,,,,,
88702,7/20/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
88705,7/20/2018,26,0,0,0,0,0,KENAI,29,,,,,,,
88707,7/27/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88708,7/21/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
88708,7/22/2018,22,0,0,0,0,0,KENAI,30,,,,,,,
88709,7/20/2018,9,0,0,0,0,0,KENAI,29,,,,,,,
88709,7/21/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
88710,7/20/2018,4,0,0,0,0,0,KASILOF,29,,,,,,,
88710,7/21/2018,0,0,0,0,0,0,KASILOF,29,,,,,,,
88711,7/20/2018,25,0,0,0,0,0,KENAI,29,,,,,,,
88711,7/21/2018,9,0,0,0,0,0,KENAI,29,,,,,,,
88711,7/22/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
88712,7/21/2018,9,0,0,0,0,0,KENAI,29,,,,,,,
88713,7/21/2018,36,0,0,0,0,0,KENAI,29,,,,,,,
88714,7/20/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
88716,7/26/2018,3,0,0,1,0,0,KENAI,30,,,,,,,
88717,7/20/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
88720,7/20/2018,15,0,0,0,0,0,KASILOF,29,,,,,,,
88721,7/21/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
88721,7/22/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
88722,7/20/2018,20,0,0,0,0,0,KENAI,29,,,,,,,
88722,7/21/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
88723,7/22/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
88724,7/21/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
88725,7/20/2018,18,0,0,0,0,0,KASILOF,29,,,,,,,
88725,7/21/2018,15,0,0,0,0,0,KASILOF,29,,,,,,,
88726,7/21/2018,3,0,0,0,0,0,KASILOF,29,,,,,,,
88726,7/22/2018,12,0,0,0,0,0,KASILOF,30,,,,,,,
88726,7/23/2018,8,0,0,0,0,0,KASILOF,30,,,,,,,
88728,7/20/2018,10,0,0,0,0,0,KASILOF,29,,,,,,,
88729,7/23/2018,8,0,0,0,0,0,KENAI,30,,,,,,,
88729,7/24/2018,15,0,0,4,0,0,KENAI,30,,,,,,,
88731,7/20/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88731,7/21/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88733,7/27/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88734,7/22/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
88735,7/21/2018,15,0,0,0,0,0,KASILOF,29,Y,7,0,,15,,
88735,7/22/2018,5,0,0,0,0,0,KASILOF,30,Y,7,0,,5,,
88735,7/23/2018,4,0,0,0,0,0,KASILOF,30,Y,7,0,,4,,
88737,7/21/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
88737,7/28/2018,6,0,0,2,0,0,KENAI,30,,,,,,,
88738,7/24/2018,15,0,0,0,0,0,KENAI,30,,,,,,,
88738,7/25/2018,15,0,0,0,0,0,KENAI,30,,,,,,,
88738,7/26/2018,25,0,0,0,0,0,KENAI,30,,,,,,,
88742,7/20/2018,14,0,0,0,0,0,KASILOF,29,,,,,,,
88744,7/23/2018,9,0,0,0,0,0,KENAI,30,,,,,,,
88744,7/26/2018,4,0,0,3,0,0,KENAI,30,,,,,,,
88745,7/22/2018,22,0,0,2,0,0,KENAI,30,,,,,,,
88749,7/25/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
88751,7/21/2018,2,0,0,0,0,0,KASILOF,29,,,,,,,
88751,7/24/2018,0,0,0,0,0,0,FISH CREEK,30,,,,,,,
88751,7/25/2018,8,0,0,0,0,0,FISH CREEK,30,,,,,,,
88752,7/18/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
88752,7/19/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
88752,7/20/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
88754,7/21/2018,12,0,0,2,0,0,KENAI,29,,,,,,,
88756,8/18/2018,0,0,0,0,0,0,KENAI,33,,,,,,,
88757,7/21/2018,13,0,0,2,0,0,KENAI,29,,,,,,,
88757,7/22/2018,28,0,0,5,0,0,KENAI,30,,,,,,,
88758,7/22/2018,30,0,0,0,0,0,KASILOF,30,,,,,,,
88759,7/30/2018,23,0,0,0,0,2,KASILOF,31,,,,,,,
88760,7/21/2018,12,0,0,0,0,0,KENAI,29,,,,,,,
88760,7/22/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
88761,7/20/2018,15,0,0,0,0,0,KENAI,29,,,,,,,
88762,7/24/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88762,7/25/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88762,7/26/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88763,7/22/2018,34,0,0,1,0,0,KENAI,30,,,,,,,
88764,7/27/2018,9,0,0,0,0,0,KENAI,30,,,,,,,
88766,7/15/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
88767,7/25/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
88769,7/31/2018,9,0,0,1,0,0,KASILOF,31,,,,,,,
88769,8/1/2018,22,0,0,2,0,0,KASILOF,31,,,,,,,
88769,8/2/2018,16,0,0,2,0,0,KASILOF,31,,,,,,,
88770,7/27/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
88773,7/21/2018,10,0,0,0,0,0,KASILOF,29,,,,,,,
88773,7/28/2018,12,0,0,0,0,0,KASILOF,30,,,,,,,
88774,7/21/2018,10,0,0,0,0,0,KASILOF,29,,,,,,,
88774,7/28/2018,12,0,0,0,0,0,KASILOF,30,,,,,,,
88776,7/29/2018,0,0,0,9,0,0,KENAI,31,,,,,,,
88778,7/26/2018,8,0,0,0,0,0,FISH CREEK,30,,,,,,,
88778,7/27/2018,8,0,0,0,0,0,FISH CREEK,30,,,,,,,
88778,7/28/2018,4,0,1,0,0,0,FISH CREEK,30,,,,,,,
88779,7/21/2018,10,0,0,0,0,0,KASILOF,29,,,,,,,
88780,7/20/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
88780,7/27/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
88780,7/29/2018,6,0,0,0,0,0,KENAI,31,,,,,,,
88782,7/23/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
88784,7/23/2018,6,0,0,0,0,0,KENAI,30,,,,,,,
88786,7/21/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
88786,7/22/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
88788,7/24/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
88789,7/21/2018,30,0,0,0,0,0,KENAI,29,,,,,,,
88792,7/24/2018,14,0,0,1,0,0,KENAI,30,,,,,,,
88793,7/21/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
88794,7/23/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88795,7/22/2018,15,0,0,3,0,0,KENAI,30,,,,,,,
88796,7/21/2018,17,0,0,0,0,0,KENAI,29,,,,,,,
88797,7/20/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88797,7/21/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
88798,7/23/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
88799,7/21/2018,35,0,0,0,0,0,KENAI,29,,,,,,,
88800,7/21/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
88801,7/22/2018,7,0,0,0,0,0,KENAI,30,,,,,,,
88803,7/26/2018,11,0,0,0,0,0,KENAI,30,,,,,,,
88804,7/22/2018,1,0,0,0,0,0,KENAI,30,,,,,,,
88805,7/21/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
88808,7/20/2018,2,0,0,0,0,0,KENAI,29,,,,,,,
88808,7/21/2018,3,0,0,0,0,0,KENAI,29,,,,,,,
88808,7/28/2018,2,0,0,3,0,0,KENAI,30,,,,,,,
88810,7/27/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
88813,7/20/2018,15,0,0,0,0,0,KASILOF,29,,,,,,,
88814,7/21/2018,20,0,0,0,0,0,KENAI,29,,,,,,,
88815,7/28/2018,40,0,0,0,0,0,KASILOF,30,,,,,,,
88818,7/19/2018,20,0,0,0,0,0,KENAI,29,,,,,,,
88818,7/20/2018,19,0,0,1,0,0,KENAI,29,,,,,,,
88821,7/21/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
88822,7/21/2018,22,0,0,0,0,0,KENAI,29,,,,,,,
88823,7/23/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
88824,7/21/2018,6,0,0,0,0,0,KENAI,29,,,,,,,
88826,7/21/2018,1,0,0,0,0,0,KENAI,29,,,,,,,
88828,7/21/2018,1,0,0,0,0,0,KASILOF,29,,,,,,,
88828,7/25/2018,2,0,0,1,0,0,KENAI,30,,,,,,,
88831,7/20/2018,4,0,0,0,0,0,KENAI,29,,,,,,,
88831,7/21/2018,5,0,0,0,0,0,KENAI,29,,,,,,,
88831,7/22/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
88835,7/21/2018,12,0,0,0,0,0,KENAI,29,,,,,,,
88835,7/22/2018,10,0,0,0,0,0,KENAI,30,,,,,,,
88836,7/31/2018,2,0,0,0,0,0,FISH CREEK,31,,,,,,,
88839,7/23/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88840,7/29/2018,22,0,0,1,0,0,KASILOF,31,,,,,,,
88842,7/21/2018,0,0,0,0,0,0,KENAI,29,,,,,,,
88842,7/27/2018,0,0,0,0,0,0,KENAI,30,,,,,,,
88843,7/24/2018,6,0,0,0,0,0,FISH CREEK,30,,,,,,,
88843,7/25/2018,9,0,0,0,0,0,FISH CREEK,30,,,,,,,
88843,7/27/2018,3,0,0,0,0,0,FISH CREEK,30,,,,,,,
88843,7/31/2018,2,0,0,0,0,0,FISH CREEK,31,,,,,,,
88845,7/21/2018,7,0,0,0,0,0,KENAI,29,,,,,,,
88845,7/22/2018,12,0,0,0,0,0,KENAI,30,,,,,,,
88845,7/23/2018,3,0,0,0,0,0,KENAI,30,,,,,,,
88847,7/23/2018,21,0,0,0,0,0,KENAI,30,,,,,,,
88847,7/24/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
88848,7/27/2018,5,0,0,0,0,0,KENAI,30,,,,,,,
88849,7/21/2018,4,0,0,0,0,0,KASILOF,29,,,,,,,
88849,7/22/2018,2,0,0,0,0,0,KASILOF,30,,,,,,,
88849,7/28/2018,4,0,0,0,0,0,FISH CREEK,30,,,,,,,
88850,7/21/2018,17,0,0,0,0,0,KENAI,29,,,,,,,
88850,7/22/2018,19,0,0,0,0,0,KENAI,30,,,,,,,
88850,7/29/2018,13,0,0,5,0,0,KENAI,31,,,,,,,
88851,7/21/2018,10,0,0,0,0,0,KENAI,29,,,,,,,
88852,7/22/2018,4,0,0,0,0,0,KENAI,30,,,,,,,
88853,8/2/2018,23,0,0,0,0,0,KASILOF,31,,,,,,,
88854,7/24/2018,2,0,0,2,0,1,KENAI,30,,,,,,,
88854,7/30/2018,14,0,0,3,0,0,KASILOF,31,,,,,,,
88855,7/27/2018,3,0,0,1,0,0,KENAI,30,,,,,,,
