Pike #,Samplers,Section,Date,Start Time,Stop time,Species,Fork length,Tag #,Comments,Event,Gear
184,PB NS,2,6/21/2018 15:00,6/21/2018 15:00,6/22/2018 10:50,NP,385,1868,,Recap,GN
185,PB NS,2,6/21/2018 15:00,6/21/2018 15:00,6/22/2018 10:50,NP,345,,,Recap,GN
186,PB NS,2,6/21/2018 15:00,6/21/2018 15:00,6/22/2018 10:50,NP,309,,,Recap,GN
187,PB NS,2,6/21/2018 15:00,6/21/2018 15:00,6/22/2018 10:50,NP,,"Predation, not marked",,Recap,GN
188,PB NS,2,6/21/2018 15:04,6/21/2018 15:04,6/22/2018 10:59,NP,372,1014,,Recap,GN
189,PB NS,2,6/21/2018 15:04,6/21/2018 15:04,6/22/2018 10:59,NP,330,,,Recap,GN
190,PB NS,2,6/21/2018 15:04,6/21/2018 15:04,6/22/2018 10:59,NP,,"no tail, no mark",,Recap,GN
191,PB NS,2,6/21/2018 15:04,6/21/2018 15:04,6/22/2018 10:59,NP,257,,,Recap,GN
192,PB NS,2,6/21/2018 15:08,6/21/2018 15:08,6/22/2018 11:11,NP,370,,,Recap,GN
193,PB NS,2,6/21/2018 15:08,6/21/2018 15:08,6/22/2018 11:11,NP,360,,,Recap,GN
194,PB NS,2,6/21/2018 15:08,6/21/2018 15:08,6/22/2018 11:11,NP,388,,,Recap,GN
195,PB NS,2,6/21/2018 15:13,6/21/2018 15:13,6/22/2018 11:21,NP,397,1792,,Recap,GN
196,PB NS,2,6/21/2018 15:13,6/21/2018 15:13,6/22/2018 11:21,NP,465,1145,,Recap,GN
197,PB NS,2,6/21/2018 15:13,6/21/2018 15:13,6/22/2018 11:21,NP,324,,,Recap,GN
198,PB NS,2,6/21/2018 15:13,6/21/2018 15:13,6/22/2018 11:21,NP,271,,,Recap,GN
199,PB NS,2,6/21/2018 15:20,6/21/2018 15:20,6/22/2018 11:39,NP,276,,,Recap,GN
200,PB NS,2,6/21/2018 15:20,6/21/2018 15:20,6/22/2018 11:39,NP,383,1330,,Recap,GN
201,PB NS,2,6/21/2018 15:20,6/21/2018 15:20,6/22/2018 11:39,NP,386,1008,,Recap,GN
202,PB NS,2,6/21/2018 15:20,6/21/2018 15:20,6/22/2018 11:39,NP,652,1507,,Recap,GN
203,PB NS,2,6/21/2018 15:35,6/21/2018 15:35,6/22/2018 11:47,NP,440,1129,,Recap,GN
204,PB NS,2,6/21/2018 15:41,6/21/2018 15:41,6/22/2018 11:57,NP,,,"Predation, head only",Recap,GN
205,PB NS,2,6/21/2018 15:41,6/21/2018 15:41,6/22/2018 11:57,NP,,,"Predation, head only",Recap,GN
206,PB NS,2,6/21/2018 15:41,6/21/2018 15:41,6/22/2018 11:57,NP,396,1141,,Recap,GN
207,PB NS,2,6/21/2018 15:41,6/21/2018 15:41,6/22/2018 11:57,NP,290,,,Recap,GN
208,PB NS,2,6/21/2018 15:50,6/21/2018 15:50,6/22/2018 12:06,NP,393,1203,,Recap,GN
209,PB NS,2,6/21/2018 15:50,6/21/2018 15:50,6/22/2018 12:06,NP,375,1326,,Recap,GN
210,PB NS,2,6/21/2018 15:50,6/21/2018 15:50,6/22/2018 12:06,NP,291,,,Recap,GN
211,PB NS,2,6/21/2018 15:50,6/21/2018 15:50,6/22/2018 12:06,NP,267,,,Recap,GN
212,PB NS,2,6/21/2018 15:50,6/21/2018 15:50,6/22/2018 12:06,NP,323,,,Recap,GN
213,PB NS,2,6/21/2018 15:50,6/21/2018 15:50,6/22/2018 12:06,NP,259,,,Recap,GN
214,PB NS,2,6/21/2018 15:54,6/21/2018 15:54,6/22/2018 12:30,NP,354,,,Recap,GN
215,PB NS,2,6/21/2018 16:00,6/21/2018 16:00,6/22/2018 12:45,NP,315,,,Recap,GN
216,PB NS,2,6/21/2018 16:00,6/21/2018 16:00,6/22/2018 12:45,NP,212,,"no dissection, ripped in half",Recap,GN
217,PB NS,2,6/21/2018 16:00,6/21/2018 16:00,6/22/2018 12:45,NP,274,,,Recap,GN
218,PB NS,2,6/21/2018 16:00,6/21/2018 16:00,6/22/2018 12:45,NP,378,,,Recap,GN
219,PB NS,2,6/21/2018 16:05,6/21/2018 16:05,6/22/2018 13:00,NP,330,,,Recap,GN
220,PB NS,2,6/21/2018 16:05,6/21/2018 16:05,6/22/2018 13:00,NP,346,1865,,Recap,GN
221,PB NS,2,6/21/2018 16:05,6/21/2018 16:05,6/22/2018 13:00,NP,277,,,Recap,GN
222,PB NS,2,6/21/2018 16:05,6/21/2018 16:05,6/22/2018 13:00,NP,278,,,Recap,GN
223,PB NS,2,6/21/2018 16:05,6/21/2018 16:05,6/22/2018 13:00,NP,454,,,Recap,GN
224,PB NS,2,6/21/2018 16:05,6/21/2018 16:05,6/22/2018 13:00,NP,379,1140,,Recap,GN
225,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,516,1205,,Recap,GN
226,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,557,1174,,Recap,GN
227,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,466,1138,,Recap,GN
228,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,438,1373,,Recap,GN
229,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,367,1466,,Recap,GN
230,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,267,,,Recap,GN
231,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,231,,,Recap,GN
232,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,309,,,Recap,GN
233,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,355,,,Recap,GN
234,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,301,,,Recap,GN
235,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,278,,,Recap,GN
236,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,362,,,Recap,GN
237,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,482,1227,,Recap,GN
238,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,365,1143,,Recap,GN
239,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,474,,,Recap,GN
240,PB NS,2,6/21/2018 16:08,6/21/2018 16:08,6/22/2018 13:10,NP,259,,,Recap,GN
241,PB NS,2,6/21/2018 16:12,6/21/2018 16:12,6/22/2018 13:20,NP,356,1041,,Recap,GN
242,PB NS,2,6/21/2018 16:12,6/21/2018 16:12,6/22/2018 13:20,NP,317,,,Recap,GN
243,PB NS,2,6/21/2018 16:12,6/21/2018 16:12,6/22/2018 13:20,NP,,,"Predation, head only",Recap,GN
244,PB NS,2,6/21/2018 16:12,6/21/2018 16:12,6/22/2018 13:20,NP,,,"Predation, head only",Recap,GN
245,PB NS,2,6/21/2018 16:12,6/21/2018 16:12,6/22/2018 13:20,NP,,,"Predation, head only",Recap,GN
246,PB NS,2,6/21/2018 16:12,6/21/2018 16:12,6/22/2018 13:20,NP,702,"No tag-no dissection, severe predation",,Recap,GN
247,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,462,1172,,Recap,GN
248,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,338,1222,,Recap,GN
249,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,455,1100,,Recap,GN
250,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,500,1359,,Recap,GN
251,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,278,,,Recap,GN
252,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,464,1102,,Recap,GN
253,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,590,1335,,Recap,GN
254,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,549,,,Recap,GN
255,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,418,1313,,Recap,GN
256,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,499,TL,,Recap,GN
257,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,298,,,Recap,GN
258,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,698,1078,,Recap,GN
259,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,730,,,Recap,GN
260,PB NS,2,6/21/2018 16:15,6/21/2018 16:15,6/22/2018 13:40,NP,826,,,Recap,GN
261,PB NS,3,6/22/2018 14:36,6/22/2018 14:36,6/23/2018 8:56,NP,404,,,Recap,GN
262,PB NS,3,6/22/2018 14:36,6/22/2018 14:36,6/23/2018 8:56,NP,296,,,Recap,GN
263,PB NS,3,6/22/2018 14:40,6/22/2018 14:40,6/23/2018 9:04,NP,,,"Predation, head only",Recap,GN
264,PB NS,3,6/22/2018 14:45,6/22/2018 14:45,6/23/2018 9:10,NP,373,,,Recap,GN
265,PB NS,3,6/22/2018 14:45,6/22/2018 14:45,6/23/2018 9:10,NP,314,,,Recap,GN
266,PB NS,3,6/22/2018 14:45,6/22/2018 14:45,6/23/2018 9:10,NP,340,,,Recap,GN
267,PB NS,3,6/22/2018 14:45,6/22/2018 14:45,6/23/2018 9:10,NP,294,,,Recap,GN
268,PB NS,3,6/22/2018 14:45,6/22/2018 14:45,6/23/2018 9:10,NP,402,1139,,Recap,GN
269,PB NS,3,6/22/2018 14:45,6/22/2018 14:45,6/23/2018 9:10,NP,230,,,Recap,GN
270,PB NS,3,6/22/2018 14:45,6/22/2018 14:45,6/23/2018 9:10,NP,245,,,Recap,GN
271,PB NS,3,6/22/2018 14:45,6/22/2018 14:45,6/23/2018 9:10,NP,257,,,Recap,GN
272,PB NS,3,6/22/2018 14:55,6/22/2018 14:55,6/23/2018 9:25,NP,247,,,Recap,GN
273,PB NS,3,6/22/2018 14:55,6/22/2018 14:55,6/23/2018 9:25,NP,518,,,Recap,GN
274,PB NS,3,6/22/2018 14:55,6/22/2018 14:55,6/23/2018 9:25,NP,353,,,Recap,GN
275,PB NS,3,6/22/2018 14:55,6/22/2018 14:55,6/23/2018 9:25,NP,380,,,Recap,GN
276,PB NS,3,6/22/2018 14:55,6/22/2018 14:55,6/23/2018 9:25,NP,411,,,Recap,GN
277,PB NS,3,6/22/2018 14:55,6/22/2018 14:55,6/23/2018 9:25,NP,252,,"Predation, no dissection",Recap,GN
278,PB NS,3,6/22/2018 14:55,6/22/2018 14:55,6/23/2018 9:25,NP,757,,,Recap,GN
279,PB NS,3,6/22/2018 15:05,6/22/2018 15:05,6/23/2018 9:43,NP,386,,,Recap,GN
280,PB NS,3,6/22/2018 15:05,6/22/2018 15:05,6/23/2018 9:43,NP,487,,,Recap,GN
281,PB NS,3,6/22/2018 15:05,6/22/2018 15:05,6/23/2018 9:43,NP,438,,,Recap,GN
282,PB NS,3,6/22/2018 15:05,6/22/2018 15:05,6/23/2018 9:43,NP,434,,,Recap,GN
283,PB NS,3,6/22/2018 15:05,6/22/2018 15:05,6/23/2018 9:43,NP,210,,,Recap,GN
284,PB NS,3,6/22/2018 15:05,6/22/2018 15:05,6/23/2018 9:43,NP,233,,,Recap,GN
285,PB NS,3,6/22/2018 15:05,6/22/2018 15:05,6/23/2018 9:43,NP,323,,,Recap,GN
286,PB NS,3,6/22/2018 15:05,6/22/2018 15:05,6/23/2018 9:43,NP,332,1807,,Recap,GN
287,PB NS,3,6/22/2018 15:05,6/22/2018 15:05,6/23/2018 9:43,NP,526,1354,,Recap,GN
288,PB NS,3,6/22/2018 15:20,6/22/2018 15:20,6/23/2018 10:00,NP,320,,,Recap,GN
289,PB NS,3,6/22/2018 15:20,6/22/2018 15:20,6/23/2018 10:00,NP,458,,,Recap,GN
290,PB NS,3,6/22/2018 15:20,6/22/2018 15:20,6/23/2018 10:00,NP,574,,,Recap,GN
291,PB NS,3,6/22/2018 15:20,6/22/2018 15:20,6/23/2018 10:00,NP,246,,,Recap,GN
292,PB NS,3,6/22/2018 15:20,6/22/2018 15:20,6/23/2018 10:00,NP,332,,,Recap,GN
293,PB NS,3,6/22/2018 15:20,6/22/2018 15:20,6/23/2018 10:00,NP,540,1147,,Recap,GN
294,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,437,1111,,Recap,GN
295,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,459,1337,,Recap,GN
296,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,405,1049,,Recap,GN
297,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,362,1256,,Recap,GN
298,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,345,1263,,Recap,GN
299,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,335,,,Recap,GN
300,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,425,,,Recap,GN
301,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,365,,,Recap,GN
302,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,395,1260,,Recap,GN
303,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,344,1262,,Recap,GN
304,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,297,,,Recap,GN
305,PB NS,3,6/22/2018 15:25,6/22/2018 15:25,6/23/2018 10:18,NP,250,,,Recap,GN
306,PB NS,3,6/22/2018 15:30,6/22/2018 15:30,6/23/2018 10:28,NP,460,,,Recap,GN
307,PB NS,3,6/22/2018 15:30,6/22/2018 15:30,6/23/2018 10:28,NP,425,1271,,Recap,GN
308,PB NS,3,6/22/2018 15:30,6/22/2018 15:30,6/23/2018 10:28,NP,327,1177,,Recap,GN
309,PB NS,3,6/22/2018 15:30,6/22/2018 15:30,6/23/2018 10:28,NP,475,1254,,Recap,GN
310,PB NS,3,6/22/2018 15:30,6/22/2018 15:30,6/23/2018 10:28,NP,475,1417,,Recap,GN
311,PB NS,3,6/22/2018 15:30,6/22/2018 15:30,6/23/2018 10:28,NP,301,,,Recap,GN
312,PB NS,3,6/22/2018 15:30,6/22/2018 15:30,6/23/2018 10:28,NP,441,1894,,Recap,GN
313,PB NS,3,6/22/2018 15:30,6/22/2018 15:30,6/23/2018 10:28,NP,245,,,Recap,GN
314,PB NS,3,6/22/2018 15:30,6/22/2018 15:30,6/23/2018 10:28,NP,808,,,Recap,GN
315,PB NS,3,6/22/2018 15:40,6/22/2018 15:40,6/23/2018 10:56,NP,380,1240,,Recap,GN
316,PB NS,3,6/22/2018 15:40,6/22/2018 15:40,6/23/2018 10:56,NP,545,,,Recap,GN
317,PB NS,3,6/22/2018 15:40,6/22/2018 15:40,6/23/2018 10:56,NP,467,1186,,Recap,GN
318,PB NS,3,6/22/2018 15:40,6/22/2018 15:40,6/23/2018 10:56,NP,414,1211,,Recap,GN
319,PB NS,3,6/22/2018 15:40,6/22/2018 15:40,6/23/2018 10:56,NP,535,1413,,Recap,GN
320,PB NS,3,6/22/2018 15:40,6/22/2018 15:40,6/23/2018 10:56,NP,335,,,Recap,GN
321,PB NS,3,6/22/2018 15:40,6/22/2018 15:40,6/23/2018 10:56,NP,235,,,Recap,GN
322,PB NS,3,6/22/2018 15:40,6/22/2018 15:40,6/23/2018 10:56,NP,218,,,Recap,GN
323,PB NS,3,6/22/2018 15:45,6/22/2018 15:45,6/23/2018 11:09,NP,455,,,Recap,GN
324,PB NS,3,6/22/2018 15:45,6/22/2018 15:45,6/23/2018 11:09,NP,557,,,Recap,GN
325,PB NS,3,6/22/2018 15:45,6/22/2018 15:45,6/23/2018 11:09,NP,451,1212,,Recap,GN
326,PB NS,3,6/22/2018 15:45,6/22/2018 15:45,6/23/2018 11:09,NP,305,,,Recap,GN
327,PB NS,3,6/22/2018 15:45,6/22/2018 15:45,6/23/2018 11:09,NP,288,,,Recap,GN
328,PB NS,3,6/22/2018 15:45,6/22/2018 15:45,6/23/2018 11:09,NP,296,,,Recap,GN
329,PB NS,3,6/22/2018 16:00,6/22/2018 16:00,6/23/2018 11:20,NP,632,,,Recap,GN
330,PB NS,3,6/22/2018 16:00,6/22/2018 16:00,6/23/2018 11:20,NP,466,1185,,Recap,GN
331,PB NS,3,6/22/2018 16:00,6/22/2018 16:00,6/23/2018 11:20,NP,521,1280,,Recap,GN
332,PB NS,3,6/22/2018 16:00,6/22/2018 16:00,6/23/2018 11:20,NP,380,,,Recap,GN
333,PB NS,3,6/22/2018 16:00,6/22/2018 16:00,6/23/2018 11:20,NP,315,1283,,Recap,GN
334,PB NS,3,6/22/2018 16:00,6/22/2018 16:00,6/23/2018 11:20,NP,408,1255,,Recap,GN
335,PB NS,3,6/22/2018 16:00,6/22/2018 16:00,6/23/2018 11:20,NP,420,1297,,Recap,GN
336,PB NS,3,6/22/2018 16:04,6/22/2018 16:04,6/23/2018 11:30,NP,400,1206,,Recap,GN
337,PB NS,3,6/22/2018 16:04,6/22/2018 16:04,6/23/2018 11:30,NP,514,,,Recap,GN
338,PB NS,3,6/22/2018 16:04,6/22/2018 16:04,6/23/2018 11:30,NP,340,,,Recap,GN
339,PB NS,3,6/22/2018 16:08,6/22/2018 16:08,6/23/2018 11:50,NP,474,,,Recap,GN
340,PB NS,3,6/22/2018 16:08,6/22/2018 16:08,6/23/2018 11:50,NP,466,,,Recap,GN
341,PB NS,3,6/22/2018 16:08,6/22/2018 16:08,6/23/2018 11:50,NP,367,,,Recap,GN
342,PB NS,3,6/22/2018 16:08,6/22/2018 16:08,6/23/2018 11:50,NP,335,1412,,Recap,GN
343,PB NS,3,6/22/2018 16:08,6/22/2018 16:08,6/23/2018 11:50,NP,461,,,Recap,GN
344,PB NS,3,6/22/2018 16:08,6/22/2018 16:08,6/23/2018 11:50,NP,304,,,Recap,GN
345,PB NS,3,6/22/2018 16:13,6/22/2018 16:13,6/23/2018 11:55,NP,388,,,Recap,GN
346,PB NS,3,6/22/2018 16:13,6/22/2018 16:13,6/23/2018 11:55,NP,442,1114,,Recap,GN
347,PB NS,3,6/22/2018 16:16,6/22/2018 16:16,6/23/2018 12:05,NP,448,TL,,Recap,GN
348,PB NS,3,6/22/2018 16:16,6/22/2018 16:16,6/23/2018 12:05,NP,427,1278,,Recap,GN
349,PB NS,3,6/22/2018 16:16,6/22/2018 16:16,6/23/2018 12:05,NP,344,,,Recap,GN
350,PB NS,3,6/22/2018 16:16,6/22/2018 16:16,6/23/2018 12:05,NP,445,,,Recap,GN
351,PB NS,3,6/22/2018 16:16,6/22/2018 16:16,6/23/2018 12:05,NP,246,,,Recap,GN
352,PB NS,3,6/22/2018 16:16,6/22/2018 16:16,6/23/2018 12:05,NP,445,1277,,Recap,GN
353,PB NS,3,6/22/2018 16:16,6/22/2018 16:16,6/23/2018 12:05,NP,434,,,Recap,GN
354,PB NS,3,6/22/2018 16:16,6/22/2018 16:16,6/23/2018 12:05,NP,420,TL,,Recap,GN
355,PB NS,3,6/22/2018 16:16,6/22/2018 16:16,6/23/2018 12:05,NP,264,,,Recap,GN
356,PB NS,3,6/22/2018 16:20,6/22/2018 16:20,6/23/2018 12:18,NP,272,,,Recap,GN
357,PB NS,3,6/22/2018 16:20,6/22/2018 16:20,6/23/2018 12:18,NP,238,,,Recap,GN
358,PB NS,3,6/22/2018 16:20,6/22/2018 16:20,6/23/2018 12:18,NP,282,,,Recap,GN
359,PB NS,3,6/22/2018 16:20,6/22/2018 16:20,6/23/2018 12:18,NP,400,,,Recap,GN
360,PB NS,3,6/22/2018 16:20,6/22/2018 16:20,6/23/2018 12:18,NP,206,,,Recap,GN
361,PB NS,3,6/22/2018 16:20,6/22/2018 16:20,6/23/2018 12:18,NP,534,1238,,Recap,GN
362,PB NS,3,6/22/2018 16:25,6/22/2018 16:25,6/23/2018 13:00,NP,450,,,Recap,GN
363,PB NS,3,6/22/2018 16:25,6/22/2018 16:25,6/23/2018 13:00,NP,605,1857,,Recap,GN
364,PB NS,3,6/22/2018 16:25,6/22/2018 16:25,6/23/2018 13:00,NP,297,,,Recap,GN
365,PB NS,3,6/22/2018 16:25,6/22/2018 16:25,6/23/2018 13:00,NP,490,1239,,Recap,GN
366,PB NS,3,6/22/2018 16:25,6/22/2018 16:25,6/23/2018 13:00,NP,571,,,Recap,GN
367,PB NS,3,6/22/2018 16:25,6/22/2018 16:25,6/23/2018 13:00,NP,800,,,Recap,GN
368,PB NS,3,6/22/2018 16:30,6/22/2018 16:30,6/23/2018 13:08,NP,418,1012,,Recap,GN
369,PB NS,3,6/22/2018 16:30,6/22/2018 16:30,6/23/2018 13:08,NP,375,,,Recap,GN
370,PB NS,3,6/22/2018 16:30,6/22/2018 16:30,6/23/2018 13:08,NP,442,1233,,Recap,GN
371,PB NS,3,6/22/2018 16:30,6/22/2018 16:30,6/23/2018 13:08,NP,260,,,Recap,GN
372,PB NS,3,6/22/2018 16:30,6/22/2018 16:30,6/23/2018 13:08,NP,450,1109,,Recap,GN
373,PB NS,3,6/22/2018 16:33,6/22/2018 16:33,6/23/2018 13:20,NP,462,1016,,Recap,GN
374,PB NS,3,6/22/2018 16:33,6/22/2018 16:33,6/23/2018 13:20,NP,345,,,Recap,GN
375,PB NS,3,6/22/2018 16:33,6/22/2018 16:33,6/23/2018 13:20,NP,329,,,Recap,GN
376,PB NS,3,6/22/2018 16:33,6/22/2018 16:33,6/23/2018 13:20,NP,426,1346,,Recap,GN
377,PB NS,3,6/22/2018 16:33,6/22/2018 16:33,6/23/2018 13:20,NP,250,,,Recap,GN
378,PB NS,3,6/22/2018 16:33,6/22/2018 16:33,6/23/2018 13:20,NP,392,1103,,Recap,GN
379,PB NS,3,6/22/2018 16:33,6/22/2018 16:33,6/23/2018 13:20,NP,454,1018,,Recap,GN
380,PB NS,3,6/22/2018 16:33,6/22/2018 16:33,6/23/2018 13:20,NP,460,,,Recap,GN
381,PB NS,3,6/22/2018 16:33,6/22/2018 16:33,6/23/2018 13:20,NP,295,,,Recap,GN
382,PB NS,3,6/22/2018 16:33,6/22/2018 16:33,6/23/2018 13:20,NP,442,1199,,Recap,GN
383,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,,,"Predation, head only",Recap,GN
384,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,,,"Predation, head only",Recap,GN
385,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,,,"Predation, head only",Recap,GN
386,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,,,"Predation, head only",Recap,GN
387,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,458,1267,,Recap,GN
388,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,358,,,Recap,GN
389,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,371,1872,,Recap,GN
390,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,435,,,Recap,GN
391,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,340,,,Recap,GN
392,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,406,,,Recap,GN
393,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,396,1229,,Recap,GN
394,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,365,1258,,Recap,GN
395,PB NS,3,6/22/2018 16:37,6/22/2018 16:37,6/23/2018 13:30,NP,355,,,Recap,GN
,PB NS,4,6/23/2018 14:02,6/23/2018 14:02,6/24/2018 9:12,,none,,,Recap,GN
396,PB NS,4,6/23/2018 14:09,6/23/2018 14:09,6/24/2018 9:20,NP,494,1236,,Recap,GN
397,PB NS,4,6/23/2018 14:09,6/23/2018 14:09,6/24/2018 9:20,NP,,,"Predation, head only",Recap,GN
,PB NS,4,6/23/2018 14:16,6/23/2018 14:16,6/24/2018 9:25,,none,,,Recap,GN
,PB NS,4,6/23/2018 14:21,6/23/2018 14:21,6/24/2018 9:28,,none,,,Recap,GN
398,PB NS,4,6/23/2018 14:27,6/23/2018 14:27,6/24/2018 9:35,NP,392,,,Recap,GN
399,PB NS,4,6/23/2018 14:32,6/23/2018 14:32,6/24/2018 9:40,NP,395,,,Recap,GN
400,PB NS,4,6/23/2018 14:32,6/23/2018 14:32,6/24/2018 9:40,NP,,,"Predation, head only",Recap,GN
401,PB NS,4,6/23/2018 14:37,6/23/2018 14:37,6/24/2018 9:07,NP,490,,,Recap,GN
402,PB NS,4,6/23/2018 14:37,6/23/2018 14:37,6/24/2018 9:07,NP,290,,,Recap,GN
403,PB SV,4,6/23/2018 15:23,6/23/2018 15:23,6/24/2018 9:20,NP,384,1358,,Recap,GN
404,PB SV,4,6/23/2018 15:23,6/23/2018 15:23,6/24/2018 9:20,NP,216,,,Recap,GN
405,PB SV,4,6/23/2018 15:28,6/23/2018 15:28,6/24/2018 9:30,NP,590,1342,,Recap,GN
406,PB SV,4,6/23/2018 15:28,6/23/2018 15:28,6/24/2018 9:30,NP,446,1220,,Recap,GN
407,PB SV,4,6/23/2018 15:28,6/23/2018 15:28,6/24/2018 9:30,NP,395,,,Recap,GN
408,PB SV,4,6/23/2018 15:28,6/23/2018 15:28,6/24/2018 9:30,NP,295,,,Recap,GN
409,PB SV,4,6/23/2018 15:28,6/23/2018 15:28,6/24/2018 9:30,NP,387,,,Recap,GN
410,PB SV,4,6/23/2018 15:28,6/23/2018 15:28,6/24/2018 9:30,NP,350,1814,,Recap,GN
411,PB SV,4,6/23/2018 15:37,6/23/2018 15:37,6/24/2018 9:45,NP,435,1075,,Recap,GN
412,PB SV,4,6/23/2018 15:37,6/23/2018 15:37,6/24/2018 9:45,NP,486,,,Recap,GN
413,PB SV,4,6/23/2018 15:37,6/23/2018 15:37,6/24/2018 9:45,NP,364,,,Recap,GN
414,PB SV,4,6/23/2018 15:37,6/23/2018 15:37,6/24/2018 9:45,NP,336,,,Recap,GN
415,PB SV,4,6/23/2018 15:37,6/23/2018 15:37,6/24/2018 9:45,NP,358,1384,,Recap,GN
416,PB SV,4,6/23/2018 15:37,6/23/2018 15:37,6/24/2018 9:45,NP,297,,,Recap,GN
417,PB SV,4,6/23/2018 15:37,6/23/2018 15:37,6/24/2018 9:45,NP,255,,,Recap,GN
418,PB SV,4,6/23/2018 15:37,6/23/2018 15:37,6/24/2018 9:45,NP,226,,,Recap,GN
419,PB SV,4,6/23/2018 15:43,6/23/2018 15:43,6/24/2018 10:08,NP,384,,,Recap,GN
420,PB SV,4,6/23/2018 15:43,6/23/2018 15:43,6/24/2018 10:08,NP,298,,,Recap,GN
421,PB SV,4,6/23/2018 15:43,6/23/2018 15:43,6/24/2018 10:08,NP,418,,,Recap,GN
422,PB SV,4,6/23/2018 15:43,6/23/2018 15:43,6/24/2018 10:08,NP,494,,,Recap,GN
423,PB SV,4,6/23/2018 15:43,6/23/2018 15:43,6/24/2018 10:08,NP,460,,,Recap,GN
424,PB SV,4,6/23/2018 15:43,6/23/2018 15:43,6/24/2018 10:08,NP,228,,,Recap,GN
